id,Video,Gesture,StartFrame,EndFrame
1648,Needle_Passing_H005_capture1,G2,2514,2864
1649,Needle_Passing_H005_capture1,G3,2865,2980
1650,Needle_Passing_H005_capture1,G6,2981,3088
1651,Needle_Passing_H005_capture1,G11,3089,3249
1652,Needle_Passing_H005_capture2,G1,239,336
1653,Needle_Passing_H005_capture2,G5,337,518
1654,Needle_Passing_H005_capture2,G8,519,613
1655,Needle_Passing_H005_capture2,G2,614,893
1656,Needle_Passing_H005_capture2,G3,894,987
1657,Needle_Passing_H005_capture2,G6,988,1286
1658,Needle_Passing_H005_capture2,G4,1287,1378
1659,Needle_Passing_H005_capture2,G2,1379,1579
1660,Needle_Passing_H005_capture2,G3,1580,1685
1661,Needle_Passing_H005_capture2,G6,1686,1799
1662,Needle_Passing_H005_capture2,G4,1800,1881
1663,Needle_Passing_H005_capture2,G2,1882,2271
1664,Needle_Passing_H005_capture2,G3,2272,2354
1665,Needle_Passing_H005_capture2,G6,2355,2447
1666,Needle_Passing_H005_capture2,G4,2448,2513
1667,Needle_Passing_H005_capture2,G2,2514,2864
1668,Needle_Passing_H005_capture2,G3,2865,2980
1669,Needle_Passing_H005_capture2,G6,2981,3088
1670,Needle_Passing_H005_capture2,G11,3089,3249
1671,Needle_Passing_I002_capture1,G1,82,190
1672,Needle_Passing_I002_capture1,G5,191,509
1673,Needle_Passing_I002_capture1,G2,510,739
1674,Needle_Passing_I002_capture1,G3,740,844
1675,Needle_Passing_I002_capture1,G6,845,994
1676,Needle_Passing_I002_capture1,G4,995,1081
1677,Needle_Passing_I002_capture1,G2,1082,1400
1678,Needle_Passing_I002_capture1,G3,1401,1523
1679,Needle_Passing_I002_capture1,G6,1524,1864
1680,Needle_Passing_I002_capture1,G4,1865,1962
1681,Needle_Passing_I002_capture1,G2,1963,2331
1682,Needle_Passing_I002_capture1,G3,2332,2414
1683,Needle_Passing_I002_capture1,G6,2415,2640
1684,Needle_Passing_I002_capture1,G4,2641,2739
1685,Needle_Passing_I002_capture1,G2,2740,3124
1686,Needle_Passing_I002_capture1,G3,3125,3190
1687,Needle_Passing_I002_capture1,G6,3191,3327
1688,Needle_Passing_I002_capture1,G11,3328,3443
1689,Needle_Passing_I002_capture2,G1,82,190
1690,Needle_Passing_I002_capture2,G5,191,509
1691,Needle_Passing_I002_capture2,G2,510,739
1692,Needle_Passing_I002_capture2,G3,740,844
1693,Needle_Passing_I002_capture2,G6,845,994
1694,Needle_Passing_I002_capture2,G4,995,1081
1695,Needle_Passing_I002_capture2,G2,1082,1400
1696,Needle_Passing_I002_capture2,G3,1401,1523
1697,Needle_Passing_I002_capture2,G6,1524,1864
1698,Needle_Passing_I002_capture2,G4,1865,1962
1699,Needle_Passing_I002_capture2,G2,1963,2331
1700,Needle_Passing_I002_capture2,G3,2332,2414
1701,Needle_Passing_I002_capture2,G6,2415,2640
1702,Needle_Passing_I002_capture2,G4,2641,2739
1703,Needle_Passing_I002_capture2,G2,2740,3124
1704,Needle_Passing_I002_capture2,G3,3125,3190
1705,Needle_Passing_I002_capture2,G6,3191,3327
1706,Needle_Passing_I002_capture2,G11,3328,3443
1707,Needle_Passing_I003_capture1,G1,120,240
1708,Needle_Passing_I003_capture1,G5,241,415
1709,Needle_Passing_I003_capture1,G8,416,953
1710,Needle_Passing_I003_capture1,G2,954,1599
1711,Needle_Passing_I003_capture1,G3,1600,1796
1712,Needle_Passing_I003_capture1,G6,1797,2192
1713,Needle_Passing_I003_capture1,G4,2193,2314
1714,Needle_Passing_I003_capture1,G2,2315,2671
1715,Needle_Passing_I003_capture1,G3,2672,2777
1716,Needle_Passing_I003_capture1,G6,2778,3204
1717,Needle_Passing_I003_capture1,G4,3205,3390
1718,Needle_Passing_I003_capture1,G2,3391,3855
1719,Needle_Passing_I003_capture1,G3,3856,3912
1720,Needle_Passing_I003_capture1,G6,3913,4069
1721,Needle_Passing_I003_capture1,G4,4070,4194
1722,Needle_Passing_I003_capture1,G2,4195,4449
1723,Needle_Passing_I003_capture1,G3,4450,4500
1724,Needle_Passing_I003_capture1,G6,4501,4660
1725,Needle_Passing_I003_capture1,G11,4661,4761
1726,Needle_Passing_I003_capture2,G1,120,240
1727,Needle_Passing_I003_capture2,G5,241,415
1728,Needle_Passing_I003_capture2,G8,416,953
1729,Needle_Passing_I003_capture2,G2,954,1599
1730,Needle_Passing_I003_capture2,G3,1600,1796
1731,Needle_Passing_I003_capture2,G6,1797,2192
1732,Needle_Passing_I003_capture2,G4,2193,2314
1733,Needle_Passing_I003_capture2,G2,2315,2671
1734,Needle_Passing_I003_capture2,G3,2672,2777
1735,Needle_Passing_I003_capture2,G6,2778,3204
1736,Needle_Passing_I003_capture2,G4,3205,3390
1737,Needle_Passing_I003_capture2,G2,3391,3855
1738,Needle_Passing_I003_capture2,G3,3856,3912
1739,Needle_Passing_I003_capture2,G6,3913,4069
1740,Needle_Passing_I003_capture2,G4,4070,4194
1741,Needle_Passing_I003_capture2,G2,4195,4449
1742,Needle_Passing_I003_capture2,G3,4450,4500
1743,Needle_Passing_I003_capture2,G6,4501,4660
1744,Needle_Passing_I003_capture2,G11,4661,4761
1745,Needle_Passing_I004_capture1,G1,12,238
1746,Needle_Passing_I004_capture1,G5,239,437
1747,Needle_Passing_I004_capture1,G8,438,673
1748,Needle_Passing_I004_capture1,G2,674,925
1749,Needle_Passing_I004_capture1,G3,926,1061
1750,Needle_Passing_I004_capture1,G6,1062,1335
1751,Needle_Passing_I004_capture1,G4,1336,1576
1752,Needle_Passing_I004_capture1,G2,1577,1838
1753,Needle_Passing_I004_capture1,G3,1839,2025
1754,Needle_Passing_I004_capture1,G6,2026,2306
1755,Needle_Passing_I004_capture1,G4,2307,2424
1756,Needle_Passing_I004_capture1,G2,2425,2712
1757,Needle_Passing_I004_capture1,G3,2713,2870
1758,Needle_Passing_I004_capture1,G6,2871,3173
1759,Needle_Passing_I004_capture1,G4,3174,3244
1760,Needle_Passing_I004_capture1,G2,3245,3662
1761,Needle_Passing_I004_capture1,G3,3663,3734
1762,Needle_Passing_I004_capture1,G6,3735,3874
1763,Needle_Passing_I004_capture1,G11,3875,3978
1764,Needle_Passing_I004_capture2,G1,12,238
1765,Needle_Passing_I004_capture2,G5,239,437
1766,Needle_Passing_I004_capture2,G8,438,673
1767,Needle_Passing_I004_capture2,G2,674,925
1768,Needle_Passing_I004_capture2,G3,926,1061
1769,Needle_Passing_I004_capture2,G6,1062,1335
1770,Needle_Passing_I004_capture2,G4,1336,1576
1771,Needle_Passing_I004_capture2,G2,1577,1838
1772,Needle_Passing_I004_capture2,G3,1839,2025
1773,Needle_Passing_I004_capture2,G6,2026,2306
1774,Needle_Passing_I004_capture2,G4,2307,2424
1775,Needle_Passing_I004_capture2,G2,2425,2712
1776,Needle_Passing_I004_capture2,G3,2713,2870
1777,Needle_Passing_I004_capture2,G6,2871,3173
1778,Needle_Passing_I004_capture2,G4,3174,3244
1779,Needle_Passing_I004_capture2,G2,3245,3662
1780,Needle_Passing_I004_capture2,G3,3663,3734
1781,Needle_Passing_I004_capture2,G6,3735,3874
1782,Needle_Passing_I004_capture2,G11,3875,3978
1783,Needle_Passing_I005_capture1,G1,1,51
1784,Needle_Passing_I005_capture1,G5,52,251
1785,Needle_Passing_I005_capture1,G8,252,448
1786,Needle_Passing_I005_capture1,G2,449,658
1787,Needle_Passing_I005_capture1,G3,659,755
1788,Needle_Passing_I005_capture1,G6,756,988
1789,Needle_Passing_I005_capture1,G4,989,1111
1790,Needle_Passing_I005_capture1,G2,1112,1517
1791,Needle_Passing_I005_capture1,G3,1518,1579
1792,Needle_Passing_I005_capture1,G6,1580,1719
1793,Needle_Passing_I005_capture1,G4,1720,1765
1794,Needle_Passing_I005_capture1,G2,1766,2136
1795,Needle_Passing_I005_capture1,G3,2137,2215
1796,Needle_Passing_I005_capture1,G6,2216,2486
1797,Needle_Passing_I005_capture1,G4,2487,2650
1798,Needle_Passing_I005_capture1,G2,2651,2944
1799,Needle_Passing_I005_capture1,G3,2945,3017
1800,Needle_Passing_I005_capture1,G6,3018,3278
1801,Needle_Passing_I005_capture1,G11,3279,3413
1802,Needle_Passing_I005_capture2,G1,1,51
1803,Needle_Passing_I005_capture2,G5,52,251
1804,Needle_Passing_I005_capture2,G8,252,448
1805,Needle_Passing_I005_capture2,G2,449,658
1806,Needle_Passing_I005_capture2,G3,659,755
1807,Needle_Passing_I005_capture2,G6,756,988
1808,Needle_Passing_I005_capture2,G4,989,1111
1809,Needle_Passing_I005_capture2,G2,1112,1517
1810,Needle_Passing_I005_capture2,G3,1518,1579
1811,Needle_Passing_I005_capture2,G6,1580,1719
1812,Needle_Passing_I005_capture2,G4,1720,1765
1813,Needle_Passing_I005_capture2,G2,1766,2136
1814,Needle_Passing_I005_capture2,G3,2137,2215
1815,Needle_Passing_I005_capture2,G6,2216,2486
1816,Needle_Passing_I005_capture2,G4,2487,2650
1817,Needle_Passing_I005_capture2,G2,2651,2944
1818,Needle_Passing_I005_capture2,G3,2945,3017
1819,Needle_Passing_I005_capture2,G6,3018,3278
1820,Needle_Passing_I005_capture2,G11,3279,3413
1821,Suturing_B001_capture1,G1,80,219
1822,Suturing_B001_capture1,G5,220,370
1823,Suturing_B001_capture1,G8,371,590
1824,Suturing_B001_capture1,G2,591,660
1825,Suturing_B001_capture1,G3,661,954
1826,Suturing_B001_capture1,G8,955,1097
1827,Suturing_B001_capture1,G2,1098,1124
1828,Suturing_B001_capture1,G3,1125,1401
1829,Suturing_B001_capture1,G2,1402,1439
1830,Suturing_B001_capture1,G8,1440,1698
1831,Suturing_B001_capture1,G2,1699,1783
1832,Suturing_B001_capture1,G3,1784,2285
1833,Suturing_B001_capture1,G6,2286,2495
1834,Suturing_B001_capture1,G4,2496,2679
1835,Suturing_B001_capture1,G2,2680,2750
1836,Suturing_B001_capture1,G3,2751,2976
1837,Suturing_B001_capture1,G6,2977,3155
1838,Suturing_B001_capture1,G4,3156,3308
1839,Suturing_B001_capture1,G2,3309,3659
1840,Suturing_B001_capture1,G3,3660,4011
1841,Suturing_B001_capture1,G8,4012,4321
1842,Suturing_B001_capture1,G2,4322,4374
1843,Suturing_B001_capture1,G3,4375,4704
1844,Suturing_B001_capture1,G6,4705,4846
1845,Suturing_B001_capture1,G4,4847,4983
1846,Suturing_B001_capture1,G2,4984,5059
1847,Suturing_B001_capture1,G3,5060,5354
1848,Suturing_B001_capture1,G6,5355,5447
1849,Suturing_B001_capture1,G11,5448,5635
1850,Suturing_B001_capture2,G1,80,219
1851,Suturing_B001_capture2,G5,220,370
1852,Suturing_B001_capture2,G8,371,590
1853,Suturing_B001_capture2,G2,591,660
1854,Suturing_B001_capture2,G3,661,954
1855,Suturing_B001_capture2,G8,955,1097
1856,Suturing_B001_capture2,G2,1098,1124
1857,Suturing_B001_capture2,G3,1125,1401
1858,Suturing_B001_capture2,G2,1402,1439
1859,Suturing_B001_capture2,G8,1440,1698
1860,Suturing_B001_capture2,G2,1699,1783
1861,Suturing_B001_capture2,G3,1784,2285
1862,Suturing_B001_capture2,G6,2286,2495
1863,Suturing_B001_capture2,G4,2496,2679
1864,Suturing_B001_capture2,G2,2680,2750
1865,Suturing_B001_capture2,G3,2751,2976
1866,Suturing_B001_capture2,G6,2977,3155
1867,Suturing_B001_capture2,G4,3156,3308
1868,Suturing_B001_capture2,G2,3309,3659
1869,Suturing_B001_capture2,G3,3660,4011
1870,Suturing_B001_capture2,G8,4012,4321
1871,Suturing_B001_capture2,G2,4322,4374
1872,Suturing_B001_capture2,G3,4375,4704
1873,Suturing_B001_capture2,G6,4705,4846
1874,Suturing_B001_capture2,G4,4847,4983
1875,Suturing_B001_capture2,G2,4984,5059
1876,Suturing_B001_capture2,G3,5060,5354
1877,Suturing_B001_capture2,G6,5355,5447
1878,Suturing_B001_capture2,G11,5448,5635
1879,Suturing_B002_capture1,G1,5,78
1880,Suturing_B002_capture1,G5,79,203
1881,Suturing_B002_capture1,G8,204,550
1882,Suturing_B002_capture1,G2,551,613
1883,Suturing_B002_capture1,G3,614,862
1884,Suturing_B002_capture1,G6,863,1115
1885,Suturing_B002_capture1,G4,1116,1272
1886,Suturing_B002_capture1,G2,1273,1402
1887,Suturing_B002_capture1,G3,1403,1729
1888,Suturing_B002_capture1,G6,1730,1890
1889,Suturing_B002_capture1,G4,1891,2011
1890,Suturing_B002_capture1,G2,2012,2094
1891,Suturing_B002_capture1,G3,2095,2481
1892,Suturing_B002_capture1,G6,2482,2772
1893,Suturing_B002_capture1,G4,2773,2877
1894,Suturing_B002_capture1,G2,2878,2936
1895,Suturing_B002_capture1,G3,2937,3127
1896,Suturing_B002_capture1,G6,3128,3289
1897,Suturing_B002_capture1,G11,3290,3424
1898,Suturing_B002_capture2,G1,5,78
1899,Suturing_B002_capture2,G5,79,203
1900,Suturing_B002_capture2,G8,204,550
1901,Suturing_B002_capture2,G2,551,613
1902,Suturing_B002_capture2,G3,614,862
1903,Suturing_B002_capture2,G6,863,1115
1904,Suturing_B002_capture2,G4,1116,1272
1905,Suturing_B002_capture2,G2,1273,1402
1906,Suturing_B002_capture2,G3,1403,1729
1907,Suturing_B002_capture2,G6,1730,1890
1908,Suturing_B002_capture2,G4,1891,2011
1909,Suturing_B002_capture2,G2,2012,2094
1910,Suturing_B002_capture2,G3,2095,2481
1911,Suturing_B002_capture2,G6,2482,2772
1912,Suturing_B002_capture2,G4,2773,2877
1913,Suturing_B002_capture2,G2,2878,2936
1914,Suturing_B002_capture2,G3,2937,3127
1915,Suturing_B002_capture2,G6,3128,3289
1916,Suturing_B002_capture2,G11,3290,3424
1917,Suturing_B003_capture1,G1,8,103
1918,Suturing_B003_capture1,G5,104,180
1919,Suturing_B003_capture1,G2,181,221
1920,Suturing_B003_capture1,G3,222,522
1921,Suturing_B003_capture1,G6,523,701
1922,Suturing_B003_capture1,G4,702,919
1923,Suturing_B003_capture1,G2,920,982
1924,Suturing_B003_capture1,G3,983,1205
1925,Suturing_B003_capture1,G6,1206,1394
1926,Suturing_B003_capture1,G4,1395,1526
1927,Suturing_B003_capture1,G2,1527,1595
1928,Suturing_B003_capture1,G3,1596,1929
1929,Suturing_B003_capture1,G6,1930,2195
1930,Suturing_B003_capture1,G4,2196,2370
1931,Suturing_B003_capture1,G2,2371,2436
1932,Suturing_B003_capture1,G3,2437,2683
1933,Suturing_B003_capture1,G6,2684,3116
1934,Suturing_B003_capture1,G11,3117,3274
1935,Suturing_B003_capture2,G1,8,103
1936,Suturing_B003_capture2,G5,104,180
1937,Suturing_B003_capture2,G2,181,221
1938,Suturing_B003_capture2,G3,222,522
1939,Suturing_B003_capture2,G6,523,701
1940,Suturing_B003_capture2,G4,702,919
1941,Suturing_B003_capture2,G2,920,982
1942,Suturing_B003_capture2,G3,983,1205
1943,Suturing_B003_capture2,G6,1206,1394
1944,Suturing_B003_capture2,G4,1395,1526
1945,Suturing_B003_capture2,G2,1527,1595
1946,Suturing_B003_capture2,G3,1596,1929
1947,Suturing_B003_capture2,G6,1930,2195
1948,Suturing_B003_capture2,G4,2196,2370
1949,Suturing_B003_capture2,G2,2371,2436
1950,Suturing_B003_capture2,G3,2437,2683
1951,Suturing_B003_capture2,G6,2684,3116
1952,Suturing_B003_capture2,G11,3117,3274
1953,Suturing_B004_capture1,G1,1,46
1954,Suturing_B004_capture1,G5,47,103
1955,Suturing_B004_capture1,G2,104,128
1956,Suturing_B004_capture1,G3,129,696
1957,Suturing_B004_capture1,G6,697,876
1958,Suturing_B004_capture1,G4,877,1015
1959,Suturing_B004_capture1,G2,1016,1417
1960,Suturing_B004_capture1,G6,1418,1603
1961,Suturing_B004_capture1,G4,1604,1722
1962,Suturing_B004_capture1,G2,1723,1799
1963,Suturing_B004_capture1,G3,1800,2186
1964,Suturing_B004_capture1,G6,2187,2326
1965,Suturing_B004_capture1,G4,2327,2429
1966,Suturing_B004_capture1,G8,2430,2564
1967,Suturing_B004_capture1,G2,2565,2860
1968,Suturing_B004_capture1,G6,2861,3069
1969,Suturing_B004_capture1,G11,3070,3257
1970,Suturing_B004_capture2,G1,1,46
1971,Suturing_B004_capture2,G5,47,103
1972,Suturing_B004_capture2,G2,104,128
1973,Suturing_B004_capture2,G3,129,696
1974,Suturing_B004_capture2,G6,697,876
1975,Suturing_B004_capture2,G4,877,1015
1976,Suturing_B004_capture2,G2,1016,1417
1977,Suturing_B004_capture2,G6,1418,1603
1978,Suturing_B004_capture2,G4,1604,1722
1979,Suturing_B004_capture2,G2,1723,1799
1980,Suturing_B004_capture2,G3,1800,2186
1981,Suturing_B004_capture2,G6,2187,2326
1982,Suturing_B004_capture2,G4,2327,2429
1983,Suturing_B004_capture2,G8,2430,2564
1984,Suturing_B004_capture2,G2,2565,2860
1985,Suturing_B004_capture2,G6,2861,3069
1986,Suturing_B004_capture2,G11,3070,3257
1987,Suturing_B005_capture1,G1,1,11
1988,Suturing_B005_capture1,G5,12,101
1989,Suturing_B005_capture1,G8,102,446
1990,Suturing_B005_capture1,G2,447,516
1991,Suturing_B005_capture1,G3,517,967
1992,Suturing_B005_capture1,G6,968,1115
1993,Suturing_B005_capture1,G4,1116,1186
1994,Suturing_B005_capture1,G2,1187,1261
1995,Suturing_B005_capture1,G3,1262,1489
1996,Suturing_B005_capture1,G6,1490,1667
1997,Suturing_B005_capture1,G4,1668,1779
1998,Suturing_B005_capture1,G2,1780,1845
1999,Suturing_B005_capture1,G3,1846,2089
2000,Suturing_B005_capture1,G6,2090,2234
2001,Suturing_B005_capture1,G4,2235,2329
2002,Suturing_B005_capture1,G2,2330,2372
2003,Suturing_B005_capture1,G3,2373,2588
2004,Suturing_B005_capture1,G6,2589,2693
2005,Suturing_B005_capture1,G11,2694,2848
2006,Suturing_B005_capture2,G1,1,11
2007,Suturing_B005_capture2,G5,12,101
2008,Suturing_B005_capture2,G8,102,446
2009,Suturing_B005_capture2,G2,447,516
2010,Suturing_B005_capture2,G3,517,967
2011,Suturing_B005_capture2,G6,968,1115
2012,Suturing_B005_capture2,G4,1116,1186
2013,Suturing_B005_capture2,G2,1187,1261
2014,Suturing_B005_capture2,G3,1262,1489
2015,Suturing_B005_capture2,G6,1490,1667
2016,Suturing_B005_capture2,G4,1668,1779
2017,Suturing_B005_capture2,G2,1780,1845
2018,Suturing_B005_capture2,G3,1846,2089
2019,Suturing_B005_capture2,G6,2090,2234
2020,Suturing_B005_capture2,G4,2235,2329
2021,Suturing_B005_capture2,G2,2330,2372
2022,Suturing_B005_capture2,G3,2373,2588
2023,Suturing_B005_capture2,G6,2589,2693
2024,Suturing_B005_capture2,G11,2694,2848
2025,Suturing_C001_capture1,G1,26,67
2026,Suturing_C001_capture1,G5,68,191
2027,Suturing_C001_capture1,G8,192,305
2028,Suturing_C001_capture1,G2,306,413
2029,Suturing_C001_capture1,G3,414,781
2030,Suturing_C001_capture1,G6,782,854
2031,Suturing_C001_capture1,G4,855,1039
2032,Suturing_C001_capture1,G8,1040,1191
2033,Suturing_C001_capture1,G2,1192,1354
2034,Suturing_C001_capture1,G3,1355,1581
2035,Suturing_C001_capture1,G6,1582,1793
2036,Suturing_C001_capture1,G4,1794,1915
2037,Suturing_C001_capture1,G2,1916,2016
2038,Suturing_C001_capture1,G3,2017,2253
2039,Suturing_C001_capture1,G6,2254,2410
2040,Suturing_C001_capture1,G4,2411,2529
2041,Suturing_C001_capture1,G2,2530,2623
2042,Suturing_C001_capture1,G3,2624,2782
2043,Suturing_C001_capture1,G6,2783,2987
2044,Suturing_C001_capture1,G11,2988,3180
2045,Suturing_C001_capture2,G1,26,67
2046,Suturing_C001_capture2,G5,68,191
2047,Suturing_C001_capture2,G8,192,305
2048,Suturing_C001_capture2,G2,306,413
2049,Suturing_C001_capture2,G3,414,781
2050,Suturing_C001_capture2,G6,782,854
2051,Suturing_C001_capture2,G4,855,1039
2052,Suturing_C001_capture2,G8,1040,1191
2053,Suturing_C001_capture2,G2,1192,1354
2054,Suturing_C001_capture2,G3,1355,1581
2055,Suturing_C001_capture2,G6,1582,1793
2056,Suturing_C001_capture2,G4,1794,1915
2057,Suturing_C001_capture2,G2,1916,2016
2058,Suturing_C001_capture2,G3,2017,2253
2059,Suturing_C001_capture2,G6,2254,2410
2060,Suturing_C001_capture2,G4,2411,2529
2061,Suturing_C001_capture2,G2,2530,2623
2062,Suturing_C001_capture2,G3,2624,2782
2063,Suturing_C001_capture2,G6,2783,2987
2064,Suturing_C001_capture2,G11,2988,3180
2065,Suturing_C002_capture1,G5,1,101
2066,Suturing_C002_capture1,G8,102,328
2067,Suturing_C002_capture1,G2,329,461
2068,Suturing_C002_capture1,G3,462,785
2069,Suturing_C002_capture1,G6,786,901
2070,Suturing_C002_capture1,G4,902,1029
2071,Suturing_C002_capture1,G8,1030,1207
2072,Suturing_C002_capture1,G2,1208,1321
2073,Suturing_C002_capture1,G3,1322,1505
2074,Suturing_C002_capture1,G6,1506,1685
2075,Suturing_C002_capture1,G2,1686,1859
2076,Suturing_C002_capture1,G3,1860,2086
2077,Suturing_C002_capture1,G6,2087,2163
2078,Suturing_C002_capture1,G4,2164,2334
2079,Suturing_C002_capture1,G2,2335,2412
2080,Suturing_C002_capture1,G3,2413,2833
2081,Suturing_C002_capture1,G6,2834,3005
2082,Suturing_C002_capture1,G11,3006,3267
2083,Suturing_C002_capture2,G5,1,101
2084,Suturing_C002_capture2,G8,102,328
2085,Suturing_C002_capture2,G2,329,461
2086,Suturing_C002_capture2,G3,462,785
2087,Suturing_C002_capture2,G6,786,901
2088,Suturing_C002_capture2,G4,902,1029
2089,Suturing_C002_capture2,G8,1030,1207
2090,Suturing_C002_capture2,G2,1208,1321
2091,Suturing_C002_capture2,G3,1322,1505
2092,Suturing_C002_capture2,G6,1506,1685
2093,Suturing_C002_capture2,G2,1686,1859
2094,Suturing_C002_capture2,G3,1860,2086
2095,Suturing_C002_capture2,G6,2087,2163
2096,Suturing_C002_capture2,G4,2164,2334
2097,Suturing_C002_capture2,G2,2335,2412
2098,Suturing_C002_capture2,G3,2413,2833
2099,Suturing_C002_capture2,G6,2834,3005
2100,Suturing_C002_capture2,G11,3006,3267
2101,Suturing_C003_capture1,G1,13,49
2102,Suturing_C003_capture1,G5,50,150
2103,Suturing_C003_capture1,G8,151,365
2104,Suturing_C003_capture1,G2,366,474
2105,Suturing_C003_capture1,G3,475,713
2106,Suturing_C003_capture1,G6,714,829
2107,Suturing_C003_capture1,G4,830,956
2108,Suturing_C003_capture1,G2,957,1160
2109,Suturing_C003_capture1,G3,1161,1324
2110,Suturing_C003_capture1,G6,1325,1488
2111,Suturing_C003_capture1,G4,1489,1607
2112,Suturing_C003_capture1,G2,1608,1707
2113,Suturing_C003_capture1,G3,1708,1928
2114,Suturing_C003_capture1,G6,1929,2057
2115,Suturing_C003_capture1,G4,2058,2212
2116,Suturing_C003_capture1,G2,2213,2259
2117,Suturing_C003_capture1,G3,2260,2504
2118,Suturing_C003_capture1,G6,2505,2818
2119,Suturing_C003_capture1,G11,2819,3060
2120,Suturing_C003_capture2,G1,13,49
2121,Suturing_C003_capture2,G5,50,150
2122,Suturing_C003_capture2,G8,151,365
2123,Suturing_C003_capture2,G2,366,474
2124,Suturing_C003_capture2,G3,475,713
2125,Suturing_C003_capture2,G6,714,829
2126,Suturing_C003_capture2,G4,830,956
2127,Suturing_C003_capture2,G2,957,1160
2128,Suturing_C003_capture2,G3,1161,1324
2129,Suturing_C003_capture2,G6,1325,1488
2130,Suturing_C003_capture2,G4,1489,1607
2131,Suturing_C003_capture2,G2,1608,1707
2132,Suturing_C003_capture2,G3,1708,1928
2133,Suturing_C003_capture2,G6,1929,2057
2134,Suturing_C003_capture2,G4,2058,2212
2135,Suturing_C003_capture2,G2,2213,2259
2136,Suturing_C003_capture2,G3,2260,2504
2137,Suturing_C003_capture2,G6,2505,2818
2138,Suturing_C003_capture2,G11,2819,3060
2139,Suturing_C004_capture1,G1,2,30
2140,Suturing_C004_capture1,G5,31,141
2141,Suturing_C004_capture1,G8,142,257
2142,Suturing_C004_capture1,G2,258,313
2143,Suturing_C004_capture1,G3,314,458
2144,Suturing_C004_capture1,G6,459,583
2145,Suturing_C004_capture1,G4,584,710
2146,Suturing_C004_capture1,G2,711,843
2147,Suturing_C004_capture1,G3,844,1073
2148,Suturing_C004_capture1,G6,1074,1199
2149,Suturing_C004_capture1,G4,1200,1322
2150,Suturing_C004_capture1,G2,1323,1411
2151,Suturing_C004_capture1,G3,1412,1602
2152,Suturing_C004_capture1,G6,1603,1702
2153,Suturing_C004_capture1,G4,1703,1775
2154,Suturing_C004_capture1,G2,1776,1876
2155,Suturing_C004_capture1,G3,1877,2050
2156,Suturing_C004_capture1,G6,2051,2250
2157,Suturing_C004_capture1,G11,2251,2450
2158,Suturing_C004_capture2,G1,2,30
2159,Suturing_C004_capture2,G5,31,141
2160,Suturing_C004_capture2,G8,142,257
2161,Suturing_C004_capture2,G2,258,313
2162,Suturing_C004_capture2,G3,314,458
2163,Suturing_C004_capture2,G6,459,583
2164,Suturing_C004_capture2,G4,584,710
2165,Suturing_C004_capture2,G2,711,843
2166,Suturing_C004_capture2,G3,844,1073
2167,Suturing_C004_capture2,G6,1074,1199
2168,Suturing_C004_capture2,G4,1200,1322
2169,Suturing_C004_capture2,G2,1323,1411
2170,Suturing_C004_capture2,G3,1412,1602
2171,Suturing_C004_capture2,G6,1603,1702
2172,Suturing_C004_capture2,G4,1703,1775
2173,Suturing_C004_capture2,G2,1776,1876
2174,Suturing_C004_capture2,G3,1877,2050
2175,Suturing_C004_capture2,G6,2051,2250
2176,Suturing_C004_capture2,G11,2251,2450
2177,Suturing_C005_capture1,G1,24,56
2178,Suturing_C005_capture1,G5,57,139
2179,Suturing_C005_capture1,G8,140,214
2180,Suturing_C005_capture1,G2,215,299
2181,Suturing_C005_capture1,G3,300,391
2182,Suturing_C005_capture1,G6,392,492
2183,Suturing_C005_capture1,G4,493,570
2184,Suturing_C005_capture1,G2,571,676
2185,Suturing_C005_capture1,G3,677,858
2186,Suturing_C005_capture1,G6,859,1056
2187,Suturing_C005_capture1,G4,1057,1160
2188,Suturing_C005_capture1,G8,1161,1282
2189,Suturing_C005_capture1,G2,1283,1360
2190,Suturing_C005_capture1,G3,1361,1491
2191,Suturing_C005_capture1,G6,1492,1588
2192,Suturing_C005_capture1,G4,1589,1681
2193,Suturing_C005_capture1,G2,1682,1750
2194,Suturing_C005_capture1,G3,1751,2188
2195,Suturing_C005_capture1,G6,2189,2271
2196,Suturing_C005_capture1,G11,2272,2550
2197,Suturing_C005_capture2,G1,24,56
2198,Suturing_C005_capture2,G5,57,139
2199,Suturing_C005_capture2,G8,140,214
2200,Suturing_C005_capture2,G2,215,299
2201,Suturing_C005_capture2,G3,300,391
2202,Suturing_C005_capture2,G6,392,492
2203,Suturing_C005_capture2,G4,493,570
2204,Suturing_C005_capture2,G2,571,676
2205,Suturing_C005_capture2,G3,677,858
2206,Suturing_C005_capture2,G6,859,1056
2207,Suturing_C005_capture2,G4,1057,1160
2208,Suturing_C005_capture2,G8,1161,1282
2209,Suturing_C005_capture2,G2,1283,1360
2210,Suturing_C005_capture2,G3,1361,1491
2211,Suturing_C005_capture2,G6,1492,1588
2212,Suturing_C005_capture2,G4,1589,1681
2213,Suturing_C005_capture2,G2,1682,1750
2214,Suturing_C005_capture2,G3,1751,2188
2215,Suturing_C005_capture2,G6,2189,2271
2216,Suturing_C005_capture2,G11,2272,2550
2217,Suturing_D001_capture1,G1,118,145
2218,Suturing_D001_capture1,G5,146,196
2219,Suturing_D001_capture1,G8,197,350
2220,Suturing_D001_capture1,G2,351,425
2221,Suturing_D001_capture1,G3,426,541
2222,Suturing_D001_capture1,G6,542,635
2223,Suturing_D001_capture1,G9,636,853
